payment_id,order_id,method,status,amount,paid_at,transaction_ref,customer_id,channel_id,store_id,order_date,billing_address_id,shipping_address_id,status_order,currency_code,subtotal,tax_amount,shipping_fee,total_amount,address_id,province_id,date_id,paid_at_id
7000000051,1000000051,CARD,PAID,38252.7,2024-09-18 03:10:33,TX-F093FL0ELLCQ,741,1,,2024-09-15 06:10:33,2340.0,2863,FULFILLED,ARS,30870.0,6482.7,900.0,38252.7,2863,1,20240915,20240918
7000000052,1000000052,CARD,PAID,85377.6,2024-11-06 16:12:44,TX-LC4H6TVD1ZOD,969,1,,2024-11-04 03:12:44,,2608,FULFILLED,ARS,70560.0,14817.6,0.0,85377.6,2608,1,20241104,20241106
7000000053,1000000053,CARD,FAILED,33570.0,,,729,1,,2024-08-10 06:19:56,3595.0,1454,CANCELLED,ARS,27000.0,5670.0,900.0,33570.0,1454,1,20240810,
7000000054,1000000054,CASH,PAID,14941.08,2024-03-18 14:19:59,TX-BABHWIKVNZZ3,251,2,4.0,2024-03-16 02:19:59,3465.0,4,PAID,ARS,12348.0,2593.08,0.0,14941.08,4,4,20240316,20240318
7000000055,1000000055,CARD,PAID,51727.5,2025-07-24 16:26:45,TX-RJQ9HE6VB7HF,1087,2,1.0,2025-07-23 20:26:45,3305.0,1,PAID,ARS,42750.0,8977.5,0.0,51727.5,1,1,20250723,20250724
7000000056,1000000056,CARD,PAID,87140.25,2025-04-15 04:37:15,TX-0RAAOO91OA8N,659,1,,2025-04-12 15:37:15,3446.0,2887,FULFILLED,ARS,71025.0,14915.25,1200.0,87140.25,2887,1,20250412,20250415
7000000057,1000000057,CASH,PAID,34394.25,2025-02-23 13:51:12,TX-UXBOXO5T9DHX,338,2,4.0,2025-02-21 05:51:12,1626.0,4,FULFILLED,ARS,28425.0,5969.25,0.0,34394.25,4,4,20250221,20250223
7000000058,1000000058,CARD,FAILED,53953.5,,,1068,1,,2024-09-21 03:01:24,3.0,3071,CANCELLED,ARS,43350.0,9103.5,1500.0,53953.5,3071,3,20240921,
7000000059,1000000059,CARD,PAID,77682.0,2024-07-03 10:26:37,TX-7033ZUJCIUHD,958,1,,2024-07-01 13:26:37,2973.0,3535,FULFILLED,ARS,64200.0,13482.0,0.0,77682.0,3535,2,20240701,20240703
7000000060,1000000060,CARD,FAILED,35283.6,,,428,2,4.0,2024-02-25 20:21:42,1333.0,4,CANCELLED,ARS,29160.0,6123.6,0.0,35283.6,4,4,20240225,
7000000061,1000000061,CARD,PAID,15720.0,2025-03-03 09:20:56,TX-5BCIDL8LGH8R,1337,1,,2025-03-01 10:20:56,1294.0,1084,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0,1084,1,20250301,20250303
7000000062,1000000062,TRANSFER,PAID,54450.0,2024-12-24 17:02:28,TX-T7NWUQIQ9VOB,1442,2,3.0,2024-12-23 12:02:28,1692.0,3,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0,3,3,20241223,20241224
7000000063,1000000063,GATEWAY,PAID,46323.24,2024-06-01 23:17:58,TX-D4XNYWF5QEYL,939,1,,2024-05-30 10:17:58,4168.0,1406,FULFILLED,ARS,37044.0,7779.24,1500.0,46323.24,1406,1,20240530,20240601
7000000064,1000000064,GATEWAY,PAID,19168.5,2025-03-07 07:45:27,TX-N8533KHZH4J5,1409,1,,2025-03-04 14:45:27,4171.0,1307,FULFILLED,ARS,14850.0,3118.5,1200.0,19168.5,1307,1,20250304,20250307
7000000065,1000000065,GATEWAY,PAID,43888.8,2024-09-18 07:43:41,TX-JPJLBWJ1IRVA,1062,1,,2024-09-17 00:43:41,3633.0,2399,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,2399,1,20240917,20240918
7000000066,1000000066,GATEWAY,FAILED,43888.8,,,988,1,,2024-01-26 06:33:17,2187.0,1134,CANCELLED,ARS,35280.0,7408.8,1200.0,43888.8,1134,1,20240126,
7000000067,1000000067,GATEWAY,REFUNDED,18687.0,2025-04-12 04:23:15,TX-MZNG9JBD25OS,778,1,,2025-04-11 16:23:15,2598.0,2248,REFUNDED,ARS,14700.0,3087.0,900.0,18687.0,2248,1,20250411,20250412
7000000068,1000000068,CARD,PAID,102166.35,2024-12-04 01:53:38,TX-PRTYVEKSVQUQ,77,1,,2024-12-01 10:53:38,2743.0,1620,PAID,ARS,84435.0,17731.35,0.0,102166.35,1620,1,20241201,20241204
7000000069,1000000069,CARD,PAID,53361.0,2024-06-14 13:38:45,TX-4QPQRW6T77VI,700,1,,2024-06-12 09:38:45,2468.0,1476,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0,1476,1,20240612,20240614
7000000070,1000000070,CARD,PAID,15420.0,2025-07-28 03:51:05,TX-4N53JR8S1YKT,425,1,,2025-07-25 23:51:05,3743.0,1428,PAID,ARS,12000.0,2520.0,900.0,15420.0,1428,3,20250725,20250728
7000000071,1000000071,CARD,PAID,14229.6,2024-07-24 02:00:06,TX-222J0CRS0SJJ,1271,2,3.0,2024-07-22 18:00:06,2518.0,3,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,3,3,20240722,20240724
7000000072,1000000072,GATEWAY,PAID,17018.25,2024-02-04 08:20:17,TX-P43FW2ENH6BE,1129,1,,2024-02-02 08:20:17,3121.0,3536,PAID,ARS,12825.0,2693.25,1500.0,17018.25,3536,2,20240202,20240204
7000000073,1000000073,CARD,PAID,19576.35,2024-12-09 19:18:19,TX-HU7AKHXTZ1YN,1224,1,,2024-12-07 21:18:19,1481.0,2119,PAID,ARS,15435.0,3241.35,900.0,19576.35,2119,2,20241207,20241209
7000000074,1000000074,CARD,PAID,69071.4,2024-12-14 15:41:02,TX-TR4GSE74V5DM,446,1,,2024-12-14 04:41:02,4068.0,3064,FULFILLED,ARS,56340.0,11831.4,900.0,69071.4,3064,4,20241214,20241214
7000000075,1000000075,CARD,PAID,36474.0,2025-03-24 08:16:20,TX-SK0540SEJOKI,867,1,,2025-03-22 18:16:20,2940.0,3681,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0,3681,2,20250322,20250324
7000000076,1000000076,CARD,PAID,29659.2,2024-03-02 10:21:11,TX-N5EHQ403IVWA,127,1,,2024-03-01 10:21:11,1419.0,4185,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2,4185,1,20240301,20240302
7000000077,1000000077,CASH,PAID,28459.2,2024-12-06 03:39:17,TX-MBGQQW2NEF1F,874,2,1.0,2024-12-04 22:39:17,1204.0,1,PAID,ARS,23520.0,4939.2,0.0,28459.2,1,1,20241204,20241206
7000000078,1000000078,CARD,PAID,49186.5,2025-01-12 21:43:22,TX-IKM85NPGE98X,814,1,,2025-01-09 21:43:22,1370.0,3363,FULFILLED,ARS,40650.0,8536.5,0.0,49186.5,3363,1,20250109,20250112
7000000079,1000000079,GATEWAY,PAID,40404.0,2025-09-18 13:56:19,TX-UIU52W85YPS8,1189,1,,2025-09-16 02:56:19,3302.0,1836,PAID,ARS,32400.0,6804.0,1200.0,40404.0,1836,1,20250916,20250918
7000000080,1000000080,CARD,PAID,18687.0,2024-11-11 07:28:22,TX-X6TWS79CTHK8,584,1,,2024-11-11 06:28:22,3166.0,1065,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0,1065,1,20241111,20241111
7000000081,1000000081,CARD,PAID,64788.0,2025-02-02 23:45:35,TX-1VPIVXSYTP4J,1433,1,,2025-02-02 01:45:35,3156.0,1949,FULFILLED,ARS,52800.0,11088.0,900.0,64788.0,1949,1,20250202,20250202
7000000082,1000000082,CARD,PAID,42582.0,2025-09-21 12:27:35,TX-472J8NP9S8E9,670,1,,2025-09-21 10:27:35,3087.0,4099,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0,4099,1,20250921,20250921
7000000083,1000000083,GATEWAY,REFUNDED,47301.0,2024-02-13 09:47:09,TX-SBJLVY6L1XXX,464,1,,2024-02-10 17:47:09,3865.0,1838,REFUNDED,ARS,38100.0,8001.0,1200.0,47301.0,1838,1,20240210,20240213
7000000084,1000000084,GATEWAY,PAID,19050.0,2024-11-27 12:26:24,TX-GJJBKDYPJZ5E,535,1,,2024-11-25 14:26:24,,1149,PAID,ARS,15000.0,3150.0,900.0,19050.0,1149,2,20241125,20241127
7000000085,1000000085,GATEWAY,PAID,16441.08,2025-03-02 02:58:24,TX-4YYBKHTAB92W,655,1,,2025-03-01 02:58:24,3535.0,3181,FULFILLED,ARS,12348.0,2593.08,1500.0,16441.08,3181,1,20250301,20250302
7000000086,1000000086,GATEWAY,PAID,14268.0,2025-08-20 00:52:28,TX-H6SGL5WR6ZEB,833,1,,2025-08-18 10:52:28,1851.0,3247,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0,3247,1,20250818,20250820
7000000087,1000000087,CARD,FAILED,14994.0,,,490,1,,2024-12-13 04:53:42,2315.0,2445,CANCELLED,ARS,11400.0,2394.0,1200.0,14994.0,2445,4,20241213,
7000000088,1000000088,GATEWAY,PAID,69144.0,2024-02-03 20:58:21,TX-YO60F0EA8647,360,1,,2024-02-03 13:58:21,1100.0,2456,FULFILLED,ARS,56400.0,11844.0,900.0,69144.0,2456,1,20240203,20240203
7000000089,1000000089,CARD,PAID,18442.5,2025-06-20 12:09:30,TX-JKULC5L36UG4,1227,1,,2025-06-18 12:09:30,3142.0,2172,FULFILLED,ARS,14250.0,2992.5,1200.0,18442.5,2172,1,20250618,20250620
7000000090,1000000090,CARD,PAID,45458.25,2024-01-29 03:31:23,TX-IO1AR1ZGZBUT,624,1,,2024-01-27 19:31:23,3886.0,1034,FULFILLED,ARS,36825.0,7733.25,900.0,45458.25,1034,1,20240127,20240129
7000000091,1000000091,GATEWAY,PAID,110342.92,2024-02-19 18:12:47,TX-NDNQBVR081I1,228,1,,2024-02-17 18:12:47,2739.0,3298,FULFILLED,ARS,91192.5,19150.42,0.0,110342.92,3298,3,20240217,20240219
7000000092,1000000092,GATEWAY,PAID,37200.0,2024-06-15 03:46:23,TX-7539MH4QX495,770,1,,2024-06-13 13:46:23,1526.0,1772,FULFILLED,ARS,30000.0,6300.0,900.0,37200.0,1772,1,20240613,20240615
7000000093,1000000093,CASH,PAID,102456.75,2024-11-15 08:26:31,TX-V4AUXB59ROGA,54,2,2.0,2024-11-14 23:26:31,3325.0,2,FULFILLED,ARS,84675.0,17781.75,0.0,102456.75,2,2,20241114,20241115
7000000094,1000000094,CASH,PAID,90387.0,2024-12-29 07:05:36,TX-LBRHLVO2Y93F,1006,2,4.0,2024-12-27 03:05:36,3233.0,4,PAID,ARS,74700.0,15687.0,0.0,90387.0,4,4,20241227,20241229
7000000095,1000000095,GATEWAY,PAID,59897.1,2025-09-26 17:29:43,TX-MBMP050ORNEE,247,1,,2025-09-25 18:29:43,2232.0,2291,FULFILLED,ARS,48510.0,10187.1,1200.0,59897.1,2291,4,20250925,20250926
7000000096,1000000096,CASH,PAID,42688.8,2025-05-24 05:43:41,TX-14WCNJXENRUU,1127,2,3.0,2025-05-23 10:43:41,2315.0,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8,3,3,20250523,20250524
7000000097,1000000097,CASH,PAID,18676.35,2024-06-14 20:56:54,TX-TS02NI4GYBVJ,757,2,2.0,2024-06-12 17:56:54,3449.0,2,FULFILLED,ARS,15435.0,3241.35,0.0,18676.35,2,2,20240612,20240614
7000000098,1000000098,CARD,PAID,44351.1,2025-01-17 06:09:07,TX-2EHPQP6AIXY3,520,1,,2025-01-16 08:09:07,4131.0,3443,FULFILLED,ARS,35910.0,7541.1,900.0,44351.1,3443,1,20250116,20250117
7000000099,1000000099,CARD,PAID,14520.0,2024-02-28 09:31:08,TX-6QBJB2NZNX9G,258,1,,2024-02-27 14:31:08,2511.0,1224,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0,1224,2,20240227,20240228
7000000100,1000000100,CARD,FAILED,28909.08,,,467,1,,2024-07-30 11:35:40,2632.0,2885,CANCELLED,ARS,23148.0,4861.08,900.0,28909.08,2885,3,20240730,
7000000101,1000000101,GATEWAY,PAID,44460.0,2024-03-31 10:45:40,TX-N8LT25CDZBGQ,3,1,,2024-03-30 02:45:40,3636.0,1219,PAID,ARS,36000.0,7560.0,900.0,44460.0,1219,1,20240330,20240331
7000000102,1000000102,CARD,PAID,43888.8,2024-11-20 15:00:43,TX-UA4DQXIN6727,334,1,,2024-11-19 07:00:43,3616.0,3863,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,3863,1,20241119,20241120
7000000103,1000000103,CASH,PENDING,37243.8,,,802,2,3.0,2024-03-25 03:53:52,1549.0,3,CREATED,ARS,30780.0,6463.8,0.0,37243.8,3,3,20240325,
7000000104,1000000104,CARD,REFUNDED,37500.0,2024-03-24 12:55:17,TX-GYPM2FM72C6Z,999,1,,2024-03-23 20:55:17,1251.0,4048,REFUNDED,ARS,30000.0,6300.0,1200.0,37500.0,4048,1,20240323,20240324
7000000105,1000000105,CARD,PAID,27336.0,2024-05-12 15:27:32,TX-HSNZ6UUKGLAE,176,1,,2024-05-12 04:27:32,1458.0,3440,FULFILLED,ARS,21600.0,4536.0,1200.0,27336.0,3440,3,20240512,20240512
7000000106,1000000106,GATEWAY,PAID,19050.0,2025-02-10 02:09:53,TX-886LJXE6L2ZU,801,1,,2025-02-08 08:09:53,1603.0,3956,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0,3956,1,20250208,20250210
7000000107,1000000107,CARD,PAID,42064.2,2024-05-22 14:56:26,TX-W9F9L785FTPB,1113,1,,2024-05-22 03:56:26,1747.0,2943,FULFILLED,ARS,34020.0,7144.2,900.0,42064.2,2943,1,20240522,20240522
7000000108,1000000108,CASH,PAID,56029.05,2025-07-04 10:11:46,TX-QM24BIHB24AY,810,2,4.0,2025-07-04 04:11:46,,4,FULFILLED,ARS,46305.0,9724.05,0.0,56029.05,4,4,20250704,20250704
7000000109,1000000109,CARD,PAID,39930.0,2024-04-24 16:18:05,TX-18ZITZHX2G7U,581,2,4.0,2024-04-22 08:18:05,1700.0,4,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0,4,4,20240422,20240424
7000000110,1000000110,TRANSFER,FAILED,82364.7,,,1284,2,2.0,2025-06-04 21:13:13,4022.0,2,CANCELLED,ARS,68070.0,14294.7,0.0,82364.7,2,2,20250604,
7000000111,1000000111,GATEWAY,PAID,19876.35,2024-12-21 16:47:41,TX-LLQCAQ4XRN0T,1333,1,,2024-12-20 15:47:41,3898.0,2876,FULFILLED,ARS,15435.0,3241.35,1200.0,19876.35,2876,1,20241220,20241221
7000000112,1000000112,CASH,PAID,92891.7,2025-03-02 12:43:31,TX-MH4GBLCKUHYD,24,2,2.0,2025-02-28 17:43:31,1802.0,2,PAID,ARS,76770.0,16121.7,0.0,92891.7,2,2,20250228,20250302
7000000113,1000000113,CARD,FAILED,15652.56,,,1222,2,1.0,2024-01-21 02:59:29,2891.0,1,CANCELLED,ARS,12936.0,2716.56,0.0,15652.56,1,1,20240121,
7000000114,1000000114,TRANSFER,PAID,11761.2,2024-09-19 23:06:28,TX-42Q8BZ53GWTF,63,2,1.0,2024-09-17 08:06:28,3176.0,1,PAID,ARS,9720.0,2041.2,0.0,11761.2,1,1,20240917,20240919
7000000115,1000000115,CARD,REFUNDED,27636.0,2024-02-19 21:47:44,TX-PLUI46HDV8I9,1078,1,,2024-02-19 00:47:44,3860.0,3,REFUNDED,ARS,21600.0,4536.0,1500.0,27636.0,3,3,20240219,20240219
