shipment_id,order_id,carrier,tracking_number,status,shipped_at,delivered_at,customer_id,channel_id,store_id,order_date,billing_address_id,shipping_address_id,status_order,currency_code,subtotal,tax_amount,shipping_fee,total_amount,address_id,province_id,date_id,shipped_at_id,delivered_at_id
9000000017,1000000017,PICKUP,,DELIVERED,2025-02-19 14:36:04,2025-02-20 14:36:04,753,2,2.0,2025-02-19 14:36:04,3052.0,2,FULFILLED,ARS,66870.0,14042.7,0.0,80912.7,2,2,20250219,20250219,20250220
9000000018,1000000018,Correo Argentino,,CANCELLED,,,1151,1,,2024-07-14 15:20:18,2712.0,2691,CANCELLED,ARS,81990.0,17217.9,900.0,100107.9,2691,1,20240714,,
9000000019,1000000019,Correo Argentino,TRK-LU2ZLGLEOH,DELIVERED,2025-04-22 04:12:18,2025-04-26 04:12:18,793,1,,2025-04-21 04:12:18,2523.0,3612,FULFILLED,ARS,37044.0,7779.24,1200.0,46023.24,3612,1,20250421,20250422,20250426
9000000020,1000000020,Correo Argentino,TRK-UD7KW642LM,DELIVERED,2024-05-07 01:36:24,2024-05-11 01:36:24,866,1,,2024-05-06 01:36:24,3933.0,3374,FULFILLED,ARS,49500.0,10395.0,0.0,59895.0,3374,1,20240506,20240507,20240511
9000000021,1000000021,Correo Argentino,TRK-4588YSVCZA,DELIVERED,2025-09-24 22:05:51,2025-09-26 22:05:51,1110,1,,2025-09-23 22:05:51,3246.0,2545,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2,2545,1,20250923,20250924,20250926
9000000022,1000000022,PICKUP,,DELIVERED,2024-03-31 02:16:34,2024-04-01 02:16:34,854,2,1.0,2024-03-31 02:16:34,2462.0,1,REFUNDED,ARS,24000.0,5040.0,0.0,29040.0,1,1,20240331,20240331,20240401
9000000023,1000000023,PICKUP,,DELIVERED,2025-07-05 19:42:57,2025-07-06 19:42:57,379,2,3.0,2025-07-05 19:42:57,3098.0,3,FULFILLED,ARS,68400.0,14364.0,0.0,82764.0,3,3,20250705,20250705,20250706
9000000024,1000000024,PICKUP,,DELIVERED,2025-03-02 15:57:05,2025-03-03 15:57:05,441,2,2.0,2025-03-02 15:57:05,1528.0,2,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,2,2,20250302,20250302,20250303
9000000025,1000000025,Correo Argentino,TRK-YJMLEQMJ1S,DELIVERED,2025-08-27 06:57:45,2025-08-31 06:57:45,125,1,,2025-08-26 06:57:45,2981.0,1512,FULFILLED,ARS,70087.5,14718.38,1200.0,86005.88,1512,2,20250826,20250827,20250831
9000000026,1000000026,Correo Argentino,TRK-IWZB9131BN,DELIVERED,2024-12-13 23:59:48,2024-12-16 23:59:48,1201,1,,2024-12-12 23:59:48,4164.0,1297,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0,1297,1,20241212,20241213,20241216
9000000027,1000000027,Correo Argentino,TRK-F7ZF8SQ633,DELIVERED,2024-12-03 01:44:59,2024-12-06 01:44:59,1055,1,,2024-12-02 01:44:59,3321.0,2858,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0,2858,1,20241202,20241203,20241206
9000000028,1000000028,Correo Argentino,TRK-NW8EX6WAQP,DELIVERED,2024-05-18 06:11:07,2024-05-22 06:11:07,382,1,,2024-05-17 06:11:07,1338.0,2419,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0,2419,1,20240517,20240518,20240522
9000000029,1000000029,Correo Argentino,TRK-SNH0E9H2BV,DELIVERED,2025-09-15 02:43:49,2025-09-20 02:43:49,1456,1,,2025-09-14 02:43:49,1410.0,2421,FULFILLED,ARS,64740.0,13595.4,900.0,79235.4,2421,2,20250914,20250915,20250920
9000000030,1000000030,PICKUP,,SHIPPED,2025-06-09 19:02:55,2025-06-10 19:02:55,1377,2,4.0,2025-06-09 19:02:55,3581.0,4,PAID,ARS,34200.0,7182.0,0.0,41382.0,4,4,20250609,20250609,20250610
9000000031,1000000031,PICKUP,,SHIPPED,2025-05-10 11:15:07,2025-05-11 11:15:07,1375,2,4.0,2025-05-10 11:15:07,1924.0,4,PAID,ARS,23520.0,4939.2,0.0,28459.2,4,4,20250510,20250510,20250511
9000000032,1000000032,Correo Argentino,TRK-AF3QHYH0G0,DELIVERED,2025-03-16 14:37:22,2025-03-18 14:37:22,821,1,,2025-03-15 14:37:22,3181.0,1920,FULFILLED,ARS,27000.0,5670.0,1200.0,33870.0,1920,1,20250315,20250316,20250318
9000000033,1000000033,PICKUP,,DELIVERED,2024-06-08 03:23:04,2024-06-09 03:23:04,1475,2,4.0,2024-06-08 03:23:04,3312.0,4,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0,4,4,20240608,20240608,20240609
9000000034,1000000034,PICKUP,,DELIVERED,2024-11-17 01:24:31,2024-11-18 01:24:31,634,2,2.0,2024-11-17 01:24:31,2156.0,2,FULFILLED,ARS,85387.5,17931.38,0.0,103318.88,2,2,20241117,20241117,20241118
9000000035,1000000035,PICKUP,,DELIVERED,2024-01-12 05:54:27,2024-01-13 05:54:27,585,2,1.0,2024-01-12 05:54:27,3436.0,1,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0,1,1,20240112,20240112,20240113
9000000036,1000000036,Correo Argentino,TRK-JI1IJOL9GD,DELIVERED,2024-09-25 18:59:17,2024-09-28 18:59:17,180,1,,2024-09-24 18:59:17,4138.0,2859,FULFILLED,ARS,49800.0,10458.0,900.0,61158.0,2859,2,20240924,20240925,20240928
9000000037,1000000037,Correo Argentino,TRK-B103OLM2ZZ,DELIVERED,2024-01-27 00:07:55,2024-01-31 00:07:55,482,1,,2024-01-26 00:07:55,2544.0,3321,FULFILLED,ARS,24696.0,5186.16,1200.0,31082.16,3321,1,20240126,20240127,20240131
9000000038,1000000038,PICKUP,,DELIVERED,2024-02-02 22:29:21,2024-02-03 22:29:21,620,2,1.0,2024-02-02 22:29:21,1303.0,1,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,1,1,20240202,20240202,20240203
9000000039,1000000039,PICKUP,,DELIVERED,2024-05-23 04:42:33,2024-05-24 04:42:33,603,2,1.0,2024-05-23 04:42:33,4130.0,1,FULFILLED,ARS,59160.0,12423.6,0.0,71583.6,1,1,20240523,20240523,20240524
9000000040,1000000040,Correo Argentino,,CANCELLED,,,1028,1,,2024-03-04 06:58:13,3284.0,2145,CANCELLED,ARS,11400.0,2394.0,1200.0,14994.0,2145,1,20240304,,
9000000041,1000000041,PICKUP,,DELIVERED,2024-01-14 09:59:03,2024-01-15 09:59:03,1005,2,3.0,2024-01-14 09:59:03,,3,FULFILLED,ARS,24510.0,5147.1,0.0,29657.1,3,3,20240114,20240114,20240115
9000000042,1000000042,Correo Argentino,TRK-T6YEYXIY47,DELIVERED,2024-09-28 21:17:36,2024-09-30 21:17:36,790,1,,2024-09-27 21:17:36,1738.0,1029,FULFILLED,ARS,10260.0,2154.6,1500.0,13914.6,1029,1,20240927,20240928,20240930
9000000043,1000000043,Correo Argentino,TRK-4BKBFC142A,SHIPPED,2024-05-22 10:46:11,2024-05-27 10:46:11,665,1,,2024-05-21 10:46:11,3226.0,3039,PAID,ARS,39600.0,8316.0,900.0,48816.0,3039,1,20240521,20240522,20240527
9000000044,1000000044,Correo Argentino,TRK-OE8JOVHWT3,DELIVERED,2025-09-03 12:32:15,2025-09-05 12:32:15,562,1,,2025-09-02 12:32:15,,2131,FULFILLED,ARS,73500.0,15435.0,1500.0,90435.0,2131,2,20250902,20250903,20250905
9000000045,1000000045,Correo Argentino,TRK-78RSWE9YNS,DELIVERED,2024-02-02 13:14:28,2024-02-07 13:14:28,998,1,,2024-02-01 13:14:28,3026.0,2980,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0,2980,1,20240201,20240202,20240207
9000000046,1000000046,Correo Argentino,TRK-ENFRRYBCN7,DELIVERED,2024-01-13 03:01:18,2024-01-17 03:01:18,276,1,,2024-01-12 03:01:18,,1489,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0,1489,4,20240112,20240113,20240117
9000000047,1000000047,PICKUP,,DELIVERED,2024-03-08 08:53:37,2024-03-09 08:53:37,1469,2,2.0,2024-03-08 08:53:37,,2,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0,2,2,20240308,20240308,20240309
9000000048,1000000048,PICKUP,,READY,2024-09-13 16:10:57,2024-09-14 16:10:57,408,2,2.0,2024-09-13 16:10:57,3365.0,2,CREATED,ARS,23520.0,4939.2,0.0,28459.2,2,2,20240913,20240913,20240914
9000000049,1000000049,PICKUP,,DELIVERED,2024-08-11 19:35:54,2024-08-12 19:35:54,1360,2,2.0,2024-08-11 19:35:54,1174.0,2,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0,2,2,20240811,20240811,20240812
9000000050,1000000050,Correo Argentino,TRK-2UFL9MQ11P,DELIVERED,2024-07-26 00:25:00,2024-07-30 00:25:00,1423,1,,2024-07-25 00:25:00,2103.0,1661,FULFILLED,ARS,28500.0,5985.0,1200.0,35685.0,1661,4,20240725,20240726,20240730
9000000051,1000000051,Correo Argentino,TRK-TL9JNTSSQA,DELIVERED,2024-09-16 06:10:33,2024-09-19 06:10:33,741,1,,2024-09-15 06:10:33,2340.0,2863,FULFILLED,ARS,30870.0,6482.7,900.0,38252.7,2863,1,20240915,20240916,20240919
9000000052,1000000052,Correo Argentino,TRK-RK6C2JA3AN,DELIVERED,2024-11-05 03:12:44,2024-11-07 03:12:44,969,1,,2024-11-04 03:12:44,,2608,FULFILLED,ARS,70560.0,14817.6,0.0,85377.6,2608,1,20241104,20241105,20241107
9000000053,1000000053,Correo Argentino,,CANCELLED,,,729,1,,2024-08-10 06:19:56,3595.0,1454,CANCELLED,ARS,27000.0,5670.0,900.0,33570.0,1454,1,20240810,,
9000000054,1000000054,PICKUP,,SHIPPED,2024-03-16 02:19:59,2024-03-17 02:19:59,251,2,4.0,2024-03-16 02:19:59,3465.0,4,PAID,ARS,12348.0,2593.08,0.0,14941.08,4,4,20240316,20240316,20240317
9000000055,1000000055,PICKUP,,SHIPPED,2025-07-23 20:26:45,2025-07-24 20:26:45,1087,2,1.0,2025-07-23 20:26:45,3305.0,1,PAID,ARS,42750.0,8977.5,0.0,51727.5,1,1,20250723,20250723,20250724
9000000056,1000000056,Correo Argentino,TRK-F94E82XEU7,DELIVERED,2025-04-13 15:37:15,2025-04-16 15:37:15,659,1,,2025-04-12 15:37:15,3446.0,2887,FULFILLED,ARS,71025.0,14915.25,1200.0,87140.25,2887,1,20250412,20250413,20250416
9000000057,1000000057,PICKUP,,DELIVERED,2025-02-21 05:51:12,2025-02-22 05:51:12,338,2,4.0,2025-02-21 05:51:12,1626.0,4,FULFILLED,ARS,28425.0,5969.25,0.0,34394.25,4,4,20250221,20250221,20250222
9000000058,1000000058,Correo Argentino,,CANCELLED,,,1068,1,,2024-09-21 03:01:24,3.0,3071,CANCELLED,ARS,43350.0,9103.5,1500.0,53953.5,3071,3,20240921,,
9000000059,1000000059,Correo Argentino,TRK-GYMRRQSRNH,DELIVERED,2024-07-02 13:26:37,2024-07-07 13:26:37,958,1,,2024-07-01 13:26:37,2973.0,3535,FULFILLED,ARS,64200.0,13482.0,0.0,77682.0,3535,2,20240701,20240702,20240707
9000000060,1000000060,PICKUP,,CANCELLED,,,428,2,4.0,2024-02-25 20:21:42,1333.0,4,CANCELLED,ARS,29160.0,6123.6,0.0,35283.6,4,4,20240225,,
9000000061,1000000061,Correo Argentino,TRK-1JVAA08D71,DELIVERED,2025-03-02 10:20:56,2025-03-05 10:20:56,1337,1,,2025-03-01 10:20:56,1294.0,1084,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0,1084,1,20250301,20250302,20250305
9000000062,1000000062,PICKUP,,DELIVERED,2024-12-23 12:02:28,2024-12-24 12:02:28,1442,2,3.0,2024-12-23 12:02:28,1692.0,3,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0,3,3,20241223,20241223,20241224
9000000063,1000000063,Correo Argentino,TRK-4QRWG4O3VS,DELIVERED,2024-05-31 10:17:58,2024-06-02 10:17:58,939,1,,2024-05-30 10:17:58,4168.0,1406,FULFILLED,ARS,37044.0,7779.24,1500.0,46323.24,1406,1,20240530,20240531,20240602
9000000064,1000000064,Correo Argentino,TRK-GHR4X51MO5,DELIVERED,2025-03-05 14:45:27,2025-03-07 14:45:27,1409,1,,2025-03-04 14:45:27,4171.0,1307,FULFILLED,ARS,14850.0,3118.5,1200.0,19168.5,1307,1,20250304,20250305,20250307
9000000065,1000000065,Correo Argentino,TRK-Y0WLIWLAP3,DELIVERED,2024-09-18 00:43:41,2024-09-22 00:43:41,1062,1,,2024-09-17 00:43:41,3633.0,2399,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,2399,1,20240917,20240918,20240922
9000000066,1000000066,Correo Argentino,,CANCELLED,,,988,1,,2024-01-26 06:33:17,2187.0,1134,CANCELLED,ARS,35280.0,7408.8,1200.0,43888.8,1134,1,20240126,,
9000000067,1000000067,Correo Argentino,TRK-WPHKOKPY98,DELIVERED,2025-04-12 16:23:15,2025-04-17 16:23:15,778,1,,2025-04-11 16:23:15,2598.0,2248,REFUNDED,ARS,14700.0,3087.0,900.0,18687.0,2248,1,20250411,20250412,20250417
9000000068,1000000068,Correo Argentino,TRK-95ADJ6QXJ8,SHIPPED,2024-12-02 10:53:38,2024-12-05 10:53:38,77,1,,2024-12-01 10:53:38,2743.0,1620,PAID,ARS,84435.0,17731.35,0.0,102166.35,1620,1,20241201,20241202,20241205
9000000069,1000000069,Correo Argentino,TRK-75UERJVV88,DELIVERED,2024-06-13 09:38:45,2024-06-18 09:38:45,700,1,,2024-06-12 09:38:45,2468.0,1476,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0,1476,1,20240612,20240613,20240618
9000000070,1000000070,Correo Argentino,TRK-SHAJ4MH7LK,SHIPPED,2025-07-26 23:51:05,2025-07-30 23:51:05,425,1,,2025-07-25 23:51:05,3743.0,1428,PAID,ARS,12000.0,2520.0,900.0,15420.0,1428,3,20250725,20250726,20250730
9000000071,1000000071,PICKUP,,DELIVERED,2024-07-22 18:00:06,2024-07-23 18:00:06,1271,2,3.0,2024-07-22 18:00:06,2518.0,3,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,3,3,20240722,20240722,20240723
9000000072,1000000072,Correo Argentino,TRK-NH83FI4OJA,SHIPPED,2024-02-03 08:20:17,2024-02-08 08:20:17,1129,1,,2024-02-02 08:20:17,3121.0,3536,PAID,ARS,12825.0,2693.25,1500.0,17018.25,3536,2,20240202,20240203,20240208
9000000073,1000000073,Correo Argentino,TRK-3BTEYU6C8K,SHIPPED,2024-12-08 21:18:19,2024-12-11 21:18:19,1224,1,,2024-12-07 21:18:19,1481.0,2119,PAID,ARS,15435.0,3241.35,900.0,19576.35,2119,2,20241207,20241208,20241211
9000000074,1000000074,Correo Argentino,TRK-NQPTS0MMBB,DELIVERED,2024-12-15 04:41:02,2024-12-21 04:41:02,446,1,,2024-12-14 04:41:02,4068.0,3064,FULFILLED,ARS,56340.0,11831.4,900.0,69071.4,3064,4,20241214,20241215,20241221
9000000075,1000000075,Correo Argentino,TRK-A7O7MMZ1H4,DELIVERED,2025-03-23 18:16:20,2025-03-27 18:16:20,867,1,,2025-03-22 18:16:20,2940.0,3681,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0,3681,2,20250322,20250323,20250327
9000000076,1000000076,Correo Argentino,TRK-Z56VK3U0QJ,DELIVERED,2024-03-02 10:21:11,2024-03-04 10:21:11,127,1,,2024-03-01 10:21:11,1419.0,4185,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2,4185,1,20240301,20240302,20240304
9000000077,1000000077,PICKUP,,SHIPPED,2024-12-04 22:39:17,2024-12-05 22:39:17,874,2,1.0,2024-12-04 22:39:17,1204.0,1,PAID,ARS,23520.0,4939.2,0.0,28459.2,1,1,20241204,20241204,20241205
9000000078,1000000078,Correo Argentino,TRK-N8XZ4OSU2M,DELIVERED,2025-01-10 21:43:22,2025-01-13 21:43:22,814,1,,2025-01-09 21:43:22,1370.0,3363,FULFILLED,ARS,40650.0,8536.5,0.0,49186.5,3363,1,20250109,20250110,20250113
9000000079,1000000079,Correo Argentino,TRK-XADN2TVDNH,SHIPPED,2025-09-17 02:56:19,2025-09-21 02:56:19,1189,1,,2025-09-16 02:56:19,3302.0,1836,PAID,ARS,32400.0,6804.0,1200.0,40404.0,1836,1,20250916,20250917,20250921
9000000080,1000000080,Correo Argentino,TRK-S1OQO0J4EA,DELIVERED,2024-11-12 06:28:22,2024-11-17 06:28:22,584,1,,2024-11-11 06:28:22,3166.0,1065,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0,1065,1,20241111,20241112,20241117
9000000081,1000000081,Correo Argentino,TRK-LSXL8NV9UZ,DELIVERED,2025-02-03 01:45:35,2025-02-06 01:45:35,1433,1,,2025-02-02 01:45:35,3156.0,1949,FULFILLED,ARS,52800.0,11088.0,900.0,64788.0,1949,1,20250202,20250203,20250206
9000000082,1000000082,Correo Argentino,TRK-4U2I1W5ENR,DELIVERED,2025-09-22 10:27:35,2025-09-25 10:27:35,670,1,,2025-09-21 10:27:35,3087.0,4099,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0,4099,1,20250921,20250922,20250925
9000000083,1000000083,Correo Argentino,TRK-3QNYBMC06W,DELIVERED,2024-02-11 17:47:09,2024-02-15 17:47:09,464,1,,2024-02-10 17:47:09,3865.0,1838,REFUNDED,ARS,38100.0,8001.0,1200.0,47301.0,1838,1,20240210,20240211,20240215
9000000084,1000000084,Correo Argentino,TRK-LWD8M7AMND,SHIPPED,2024-11-26 14:26:24,2024-11-29 14:26:24,535,1,,2024-11-25 14:26:24,,1149,PAID,ARS,15000.0,3150.0,900.0,19050.0,1149,2,20241125,20241126,20241129
9000000085,1000000085,Correo Argentino,TRK-0RBFVTM6X4,DELIVERED,2025-03-02 02:58:24,2025-03-04 02:58:24,655,1,,2025-03-01 02:58:24,3535.0,3181,FULFILLED,ARS,12348.0,2593.08,1500.0,16441.08,3181,1,20250301,20250302,20250304
9000000086,1000000086,Correo Argentino,TRK-A169DTQM73,DELIVERED,2025-08-19 10:52:28,2025-08-21 10:52:28,833,1,,2025-08-18 10:52:28,1851.0,3247,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0,3247,1,20250818,20250819,20250821
9000000087,1000000087,Correo Argentino,,CANCELLED,,,490,1,,2024-12-13 04:53:42,2315.0,2445,CANCELLED,ARS,11400.0,2394.0,1200.0,14994.0,2445,4,20241213,,
9000000088,1000000088,Correo Argentino,TRK-TBUL818CS4,DELIVERED,2024-02-04 13:58:21,2024-02-09 13:58:21,360,1,,2024-02-03 13:58:21,1100.0,2456,FULFILLED,ARS,56400.0,11844.0,900.0,69144.0,2456,1,20240203,20240204,20240209
9000000089,1000000089,Correo Argentino,TRK-BJOJ02WY0U,DELIVERED,2025-06-19 12:09:30,2025-06-22 12:09:30,1227,1,,2025-06-18 12:09:30,3142.0,2172,FULFILLED,ARS,14250.0,2992.5,1200.0,18442.5,2172,1,20250618,20250619,20250622
9000000090,1000000090,Correo Argentino,TRK-E1JQQXF2A8,DELIVERED,2024-01-28 19:31:23,2024-02-01 19:31:23,624,1,,2024-01-27 19:31:23,3886.0,1034,FULFILLED,ARS,36825.0,7733.25,900.0,45458.25,1034,1,20240127,20240128,20240201
9000000091,1000000091,Correo Argentino,TRK-9YZ6V1VTIX,DELIVERED,2024-02-18 18:12:47,2024-02-20 18:12:47,228,1,,2024-02-17 18:12:47,2739.0,3298,FULFILLED,ARS,91192.5,19150.42,0.0,110342.92,3298,3,20240217,20240218,20240220
9000000092,1000000092,Correo Argentino,TRK-UO5Q5LF7GD,DELIVERED,2024-06-14 13:46:23,2024-06-16 13:46:23,770,1,,2024-06-13 13:46:23,1526.0,1772,FULFILLED,ARS,30000.0,6300.0,900.0,37200.0,1772,1,20240613,20240614,20240616
9000000093,1000000093,PICKUP,,DELIVERED,2024-11-14 23:26:31,2024-11-15 23:26:31,54,2,2.0,2024-11-14 23:26:31,3325.0,2,FULFILLED,ARS,84675.0,17781.75,0.0,102456.75,2,2,20241114,20241114,20241115
9000000094,1000000094,PICKUP,,SHIPPED,2024-12-27 03:05:36,2024-12-28 03:05:36,1006,2,4.0,2024-12-27 03:05:36,3233.0,4,PAID,ARS,74700.0,15687.0,0.0,90387.0,4,4,20241227,20241227,20241228
9000000095,1000000095,Correo Argentino,TRK-RRS7KQI5WW,DELIVERED,2025-09-26 18:29:43,2025-09-30 18:29:43,247,1,,2025-09-25 18:29:43,2232.0,2291,FULFILLED,ARS,48510.0,10187.1,1200.0,59897.1,2291,4,20250925,20250926,20250930
9000000096,1000000096,PICKUP,,DELIVERED,2025-05-23 10:43:41,2025-05-24 10:43:41,1127,2,3.0,2025-05-23 10:43:41,2315.0,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8,3,3,20250523,20250523,20250524
9000000097,1000000097,PICKUP,,DELIVERED,2024-06-12 17:56:54,2024-06-13 17:56:54,757,2,2.0,2024-06-12 17:56:54,3449.0,2,FULFILLED,ARS,15435.0,3241.35,0.0,18676.35,2,2,20240612,20240612,20240613
9000000098,1000000098,Correo Argentino,TRK-N1XL8YRR4C,DELIVERED,2025-01-17 08:09:07,2025-01-22 08:09:07,520,1,,2025-01-16 08:09:07,4131.0,3443,FULFILLED,ARS,35910.0,7541.1,900.0,44351.1,3443,1,20250116,20250117,20250122
9000000099,1000000099,Correo Argentino,TRK-HUON3QASLA,DELIVERED,2024-02-28 14:31:08,2024-03-03 14:31:08,258,1,,2024-02-27 14:31:08,2511.0,1224,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0,1224,2,20240227,20240228,20240303
9000000100,1000000100,Correo Argentino,,CANCELLED,,,467,1,,2024-07-30 11:35:40,2632.0,2885,CANCELLED,ARS,23148.0,4861.08,900.0,28909.08,2885,3,20240730,,
9000000101,1000000101,Correo Argentino,TRK-BD9O45FG3M,SHIPPED,2024-03-31 02:45:40,2024-04-05 02:45:40,3,1,,2024-03-30 02:45:40,3636.0,1219,PAID,ARS,36000.0,7560.0,900.0,44460.0,1219,1,20240330,20240331,20240405
9000000102,1000000102,Correo Argentino,TRK-RBXP2IU4CP,DELIVERED,2024-11-20 07:00:43,2024-11-24 07:00:43,334,1,,2024-11-19 07:00:43,3616.0,3863,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,3863,1,20241119,20241120,20241124
9000000103,1000000103,PICKUP,,READY,2024-03-25 03:53:52,2024-03-26 03:53:52,802,2,3.0,2024-03-25 03:53:52,1549.0,3,CREATED,ARS,30780.0,6463.8,0.0,37243.8,3,3,20240325,20240325,20240326
9000000104,1000000104,Correo Argentino,TRK-TPWY0TUZG2,DELIVERED,2024-03-24 20:55:17,2024-03-28 20:55:17,999,1,,2024-03-23 20:55:17,1251.0,4048,REFUNDED,ARS,30000.0,6300.0,1200.0,37500.0,4048,1,20240323,20240324,20240328
