order_id,date_id,order_date,customer_id,channel_id,province_id,name,tax_amount,shipping_fee,total_amount
1000000044,20250902,2025-09-02 12:32:15,562,1,2,Córdoba,15435.0,1500.0,90435.0
1000000045,20240201,2024-02-01 13:14:28,998,1,1,Buenos Aires,7560.0,900.0,44460.0
1000000046,20240112,2024-01-12 03:01:18,276,1,4,Mendoza,6930.0,0.0,39930.0
1000000047,20240308,2024-03-08 08:53:37,1469,2,2,Córdoba,2268.0,0.0,13068.0
1000000048,20240913,2024-09-13 16:10:57,408,2,2,Córdoba,4939.2,0.0,28459.2
1000000049,20240811,2024-08-11 19:35:54,1360,2,2,Córdoba,8505.0,0.0,49005.0
1000000050,20240725,2024-07-25 00:25:00,1423,1,4,Mendoza,5985.0,1200.0,35685.0
1000000051,20240915,2024-09-15 06:10:33,741,1,1,Buenos Aires,6482.7,900.0,38252.7
1000000052,20241104,2024-11-04 03:12:44,969,1,1,Buenos Aires,14817.6,0.0,85377.6
1000000053,20240810,2024-08-10 06:19:56,729,1,1,Buenos Aires,5670.0,900.0,33570.0
1000000054,20240316,2024-03-16 02:19:59,251,2,4,Mendoza,2593.08,0.0,14941.08
1000000055,20250723,2025-07-23 20:26:45,1087,2,1,Buenos Aires,8977.5,0.0,51727.5
1000000056,20250412,2025-04-12 15:37:15,659,1,1,Buenos Aires,14915.25,1200.0,87140.25
1000000057,20250221,2025-02-21 05:51:12,338,2,4,Mendoza,5969.25,0.0,34394.25
1000000058,20240921,2024-09-21 03:01:24,1068,1,3,Santa Fe,9103.5,1500.0,53953.5
1000000059,20240701,2024-07-01 13:26:37,958,1,2,Córdoba,13482.0,0.0,77682.0
1000000060,20240225,2024-02-25 20:21:42,428,2,4,Mendoza,6123.6,0.0,35283.6
1000000061,20250301,2025-03-01 10:20:56,1337,1,1,Buenos Aires,2520.0,1200.0,15720.0
1000000062,20241223,2024-12-23 12:02:28,1442,2,3,Santa Fe,9450.0,0.0,54450.0
1000000063,20240530,2024-05-30 10:17:58,939,1,1,Buenos Aires,7779.24,1500.0,46323.24
1000000064,20250304,2025-03-04 14:45:27,1409,1,1,Buenos Aires,3118.5,1200.0,19168.5
1000000065,20240917,2024-09-17 00:43:41,1062,1,1,Buenos Aires,7408.8,1200.0,43888.8
1000000066,20240126,2024-01-26 06:33:17,988,1,1,Buenos Aires,7408.8,1200.0,43888.8
1000000067,20250411,2025-04-11 16:23:15,778,1,1,Buenos Aires,3087.0,900.0,18687.0
1000000068,20241201,2024-12-01 10:53:38,77,1,1,Buenos Aires,17731.35,0.0,102166.35
1000000069,20240612,2024-06-12 09:38:45,700,1,1,Buenos Aires,9261.0,0.0,53361.0
1000000070,20250725,2025-07-25 23:51:05,425,1,3,Santa Fe,2520.0,900.0,15420.0
1000000071,20240722,2024-07-22 18:00:06,1271,2,3,Santa Fe,2469.6,0.0,14229.6
1000000072,20240202,2024-02-02 08:20:17,1129,1,2,Córdoba,2693.25,1500.0,17018.25
1000000073,20241207,2024-12-07 21:18:19,1224,1,2,Córdoba,3241.35,900.0,19576.35
1000000074,20241214,2024-12-14 04:41:02,446,1,4,Mendoza,11831.4,900.0,69071.4
1000000075,20250322,2025-03-22 18:16:20,867,1,2,Córdoba,6174.0,900.0,36474.0
1000000076,20240301,2024-03-01 10:21:11,127,1,1,Buenos Aires,4939.2,1200.0,29659.2
1000000077,20241204,2024-12-04 22:39:17,874,2,1,Buenos Aires,4939.2,0.0,28459.2
1000000078,20250109,2025-01-09 21:43:22,814,1,1,Buenos Aires,8536.5,0.0,49186.5
1000000079,20250916,2025-09-16 02:56:19,1189,1,1,Buenos Aires,6804.0,1200.0,40404.0
1000000080,20241111,2024-11-11 06:28:22,584,1,1,Buenos Aires,3087.0,900.0,18687.0
1000000081,20250202,2025-02-02 01:45:35,1433,1,1,Buenos Aires,11088.0,900.0,64788.0
1000000082,20250921,2025-09-21 10:27:35,670,1,1,Buenos Aires,7182.0,1200.0,42582.0
1000000083,20240210,2024-02-10 17:47:09,464,1,1,Buenos Aires,8001.0,1200.0,47301.0
1000000084,20241125,2024-11-25 14:26:24,535,1,2,Córdoba,3150.0,900.0,19050.0
1000000085,20250301,2025-03-01 02:58:24,655,1,1,Buenos Aires,2593.08,1500.0,16441.08
1000000086,20250818,2025-08-18 10:52:28,833,1,1,Buenos Aires,2268.0,1200.0,14268.0
1000000087,20241213,2024-12-13 04:53:42,490,1,4,Mendoza,2394.0,1200.0,14994.0
1000000088,20240203,2024-02-03 13:58:21,360,1,1,Buenos Aires,11844.0,900.0,69144.0
1000000089,20250618,2025-06-18 12:09:30,1227,1,1,Buenos Aires,2992.5,1200.0,18442.5
1000000090,20240127,2024-01-27 19:31:23,624,1,1,Buenos Aires,7733.25,900.0,45458.25
1000000091,20240217,2024-02-17 18:12:47,228,1,3,Santa Fe,19150.42,0.0,110342.92
1000000092,20240613,2024-06-13 13:46:23,770,1,1,Buenos Aires,6300.0,900.0,37200.0
1000000093,20241114,2024-11-14 23:26:31,54,2,2,Córdoba,17781.75,0.0,102456.75
1000000094,20241227,2024-12-27 03:05:36,1006,2,4,Mendoza,15687.0,0.0,90387.0
1000000095,20250925,2025-09-25 18:29:43,247,1,4,Mendoza,10187.1,1200.0,59897.1
1000000096,20250523,2025-05-23 10:43:41,1127,2,3,Santa Fe,7408.8,0.0,42688.8
1000000097,20240612,2024-06-12 17:56:54,757,2,2,Córdoba,3241.35,0.0,18676.35
1000000098,20250116,2025-01-16 08:09:07,520,1,1,Buenos Aires,7541.1,900.0,44351.1
1000000099,20240227,2024-02-27 14:31:08,258,1,2,Córdoba,2520.0,0.0,14520.0
1000000100,20240730,2024-07-30 11:35:40,467,1,3,Santa Fe,4861.08,900.0,28909.08
1000000101,20240330,2024-03-30 02:45:40,3,1,1,Buenos Aires,7560.0,900.0,44460.0
1000000102,20241119,2024-11-19 07:00:43,334,1,1,Buenos Aires,7408.8,1200.0,43888.8
1000000103,20240325,2024-03-25 03:53:52,802,2,3,Santa Fe,6463.8,0.0,37243.8
1000000104,20240323,2024-03-23 20:55:17,999,1,1,Buenos Aires,6300.0,1200.0,37500.0
1000000105,20240512,2024-05-12 04:27:32,176,1,3,Santa Fe,4536.0,1200.0,27336.0
1000000106,20250208,2025-02-08 08:09:53,801,1,1,Buenos Aires,3150.0,900.0,19050.0
1000000107,20240522,2024-05-22 03:56:26,1113,1,1,Buenos Aires,7144.2,900.0,42064.2
1000000108,20250704,2025-07-04 04:11:46,810,2,4,Mendoza,9724.05,0.0,56029.05
1000000109,20240422,2024-04-22 08:18:05,581,2,4,Mendoza,6930.0,0.0,39930.0
1000000110,20250604,2025-06-04 21:13:13,1284,2,2,Córdoba,14294.7,0.0,82364.7
1000000111,20241220,2024-12-20 15:47:41,1333,1,1,Buenos Aires,3241.35,1200.0,19876.35
1000000112,20250228,2025-02-28 17:43:31,24,2,2,Córdoba,16121.7,0.0,92891.7
1000000113,20240121,2024-01-21 02:59:29,1222,2,1,Buenos Aires,2716.56,0.0,15652.56
1000000114,20240917,2024-09-17 08:06:28,63,2,1,Buenos Aires,2041.2,0.0,11761.2
1000000115,20240219,2024-02-19 00:47:44,1078,1,3,Santa Fe,4536.0,1500.0,27636.0
1000000116,20240701,2024-07-01 10:24:47,1091,1,1,Buenos Aires,8316.0,1200.0,49116.0
1000000117,20250119,2025-01-19 22:11:52,524,1,1,Buenos Aires,5040.0,1200.0,30240.0
1000000118,20250816,2025-08-16 15:04:32,1229,1,3,Santa Fe,8149.68,900.0,47857.68
1000000119,20250716,2025-07-16 11:54:38,458,2,4,Mendoza,3087.0,0.0,17787.0
1000000120,20240418,2024-04-18 21:41:14,68,1,1,Buenos Aires,2469.6,0.0,14229.6
1000000121,20241220,2024-12-20 05:03:44,959,2,4,Mendoza,7900.2,0.0,45520.2
1000000122,20250830,2025-08-30 14:57:49,356,2,1,Buenos Aires,7560.0,0.0,43560.0
1000000123,20250624,2025-06-24 08:51:53,530,1,2,Córdoba,3087.0,1200.0,18987.0
1000000124,20240206,2024-02-06 12:15:32,1420,1,1,Buenos Aires,11483.64,1200.0,67367.64
1000000125,20240709,2024-07-09 08:16:06,279,2,3,Santa Fe,10773.0,0.0,62073.0
1000000126,20240612,2024-06-12 02:24:10,779,2,3,Santa Fe,3150.0,0.0,18150.0
1000000127,20240228,2024-02-28 13:19:21,1383,1,1,Buenos Aires,11938.5,1200.0,69988.5
1000000128,20250420,2025-04-20 09:16:05,1189,1,3,Santa Fe,17350.2,1500.0,101470.2
1000000129,20250917,2025-09-17 22:24:46,1016,1,1,Buenos Aires,13078.8,1500.0,76858.8
1000000130,20250521,2025-05-21 02:27:57,595,2,3,Santa Fe,2551.5,0.0,14701.5
1000000131,20240125,2024-01-25 03:24:41,902,2,4,Mendoza,8316.0,0.0,47916.0
1000000132,20240726,2024-07-26 17:23:51,317,1,1,Buenos Aires,5556.6,1200.0,33216.6
1000000133,20240614,2024-06-14 15:46:34,1229,2,2,Córdoba,3150.0,0.0,18150.0
1000000134,20240106,2024-01-06 02:05:46,279,2,3,Santa Fe,13078.8,0.0,75358.8
1000000135,20240530,2024-05-30 07:35:31,1498,2,4,Mendoza,6930.0,0.0,39930.0
1000000136,20250120,2025-01-20 19:30:04,140,1,1,Buenos Aires,5985.0,0.0,34485.0
1000000137,20241115,2024-11-15 23:46:06,1115,1,2,Córdoba,2469.6,0.0,14229.6
1000000138,20240103,2024-01-03 08:23:39,1240,1,1,Buenos Aires,7182.0,1500.0,42882.0
1000000139,20240406,2024-04-06 23:11:09,590,1,3,Santa Fe,2835.0,1200.0,17535.0
1000000140,20250217,2025-02-17 21:56:48,645,2,3,Santa Fe,2778.3,0.0,16008.3
1000000141,20241130,2024-11-30 21:24:24,545,2,1,Buenos Aires,2494.8,0.0,14374.8
1000000142,20250625,2025-06-25 13:32:09,1208,1,1,Buenos Aires,10648.26,1500.0,62854.26
1000000143,20240606,2024-06-06 00:59:40,551,2,1,Buenos Aires,13986.0,0.0,80586.0
1000000144,20240209,2024-02-09 12:30:14,569,2,1,Buenos Aires,6237.0,0.0,35937.0
1000000145,20250719,2025-07-19 14:47:44,1305,1,2,Córdoba,6300.0,1500.0,37800.0
1000000146,20240505,2024-05-05 01:52:36,280,1,1,Buenos Aires,17364.38,900.0,100951.88
1000000147,20241207,2024-12-07 21:23:08,1338,1,1,Buenos Aires,12461.4,900.0,72701.4
1000000148,20250621,2025-06-21 18:11:01,84,1,1,Buenos Aires,7408.8,1200.0,43888.8
1000000149,20250121,2025-01-21 22:14:19,655,1,1,Buenos Aires,2835.0,900.0,17235.0
1000000150,20250530,2025-05-30 23:20:50,513,2,4,Mendoza,6791.4,0.0,39131.4
1000000151,20240416,2024-04-16 17:06:04,884,2,3,Santa Fe,7408.8,0.0,42688.8
1000000152,20240108,2024-01-08 00:18:03,385,2,2,Córdoba,2041.2,0.0,11761.2
1000000153,20250610,2025-06-10 16:56:57,723,2,2,Córdoba,2268.0,0.0,13068.0
1000000154,20240701,2024-07-01 13:02:42,110,2,1,Buenos Aires,8930.25,0.0,51455.25
1000000155,20240212,2024-02-12 00:38:46,1197,1,2,Córdoba,2520.0,900.0,15420.0
1000000156,20241029,2024-10-29 15:18:07,833,2,2,Córdoba,8977.5,0.0,51727.5
1000000157,20250126,2025-01-26 15:50:11,371,2,3,Santa Fe,12442.5,0.0,71692.5
1000000158,20240424,2024-04-24 23:37:56,905,2,1,Buenos Aires,6300.0,0.0,36300.0
1000000159,20240714,2024-07-14 06:58:24,389,1,1,Buenos Aires,2593.08,1200.0,16141.08
1000000160,20240613,2024-06-13 10:29:35,1299,2,4,Mendoza,6174.0,0.0,35574.0
1000000161,20241021,2024-10-21 00:31:01,725,1,2,Córdoba,9450.0,900.0,55350.0
1000000162,20250731,2025-07-31 20:20:03,645,2,4,Mendoza,4788.0,0.0,27588.0
1000000163,20240224,2024-02-24 10:30:38,584,1,1,Buenos Aires,4536.0,900.0,27036.0
1000000164,20250222,2025-02-22 06:18:41,436,1,2,Córdoba,13230.0,900.0,77130.0
1000000165,20250827,2025-08-27 08:06:56,293,1,1,Buenos Aires,4939.2,1500.0,29959.2
1000000166,20250727,2025-07-27 20:39:32,1065,1,2,Córdoba,9119.25,1200.0,53744.25
1000000167,20250118,2025-01-18 13:44:54,1234,1,4,Mendoza,9887.85,1200.0,58172.85
1000000168,20240226,2024-02-26 20:28:31,400,1,1,Buenos Aires,8505.0,1200.0,50205.0
1000000169,20240708,2024-07-08 20:03:47,251,1,1,Buenos Aires,2268.0,1200.0,14268.0
1000000170,20240329,2024-03-29 08:07:40,764,2,4,Mendoza,6300.0,0.0,36300.0
1000000171,20250227,2025-02-27 13:25:36,1490,1,1,Buenos Aires,2469.6,1200.0,15429.6
1000000172,20240507,2024-05-07 09:39:45,181,1,1,Buenos Aires,4788.0,900.0,28488.0
1000000173,20250616,2025-06-16 15:40:09,693,1,1,Buenos Aires,6615.0,1200.0,39315.0
1000000174,20240907,2024-09-07 01:13:23,672,2,2,Córdoba,2469.6,0.0,14229.6
1000000175,20240531,2024-05-31 19:23:40,786,1,1,Buenos Aires,2520.0,900.0,15420.0
1000000176,20250225,2025-02-25 07:13:53,1347,2,2,Córdoba,3118.5,0.0,17968.5
1000000177,20241123,2024-11-23 21:44:13,628,1,1,Buenos Aires,2693.25,1200.0,16718.25
1000000178,20250503,2025-05-03 06:20:13,1485,2,2,Córdoba,2835.0,0.0,16335.0
1000000179,20250812,2025-08-12 08:58:40,805,1,2,Córdoba,15246.0,900.0,88746.0
1000000180,20240521,2024-05-21 07:44:42,445,1,1,Buenos Aires,5292.0,1200.0,31692.0
1000000181,20241112,2024-11-12 19:15:20,560,1,3,Santa Fe,4939.2,900.0,29359.2
1000000182,20240908,2024-09-08 21:03:06,403,1,4,Mendoza,5266.8,1200.0,31546.8
1000000183,20241026,2024-10-26 15:02:26,693,2,1,Buenos Aires,5670.0,0.0,32670.0
1000000184,20250511,2025-05-11 05:25:54,274,2,2,Córdoba,2835.0,0.0,16335.0
1000000185,20240718,2024-07-18 22:03:50,804,1,1,Buenos Aires,12567.24,1200.0,73611.24
1000000186,20240730,2024-07-30 17:31:33,1495,1,2,Córdoba,2394.0,900.0,14694.0
1000000187,20250212,2025-02-12 20:45:02,48,2,1,Buenos Aires,6804.0,0.0,39204.0
1000000188,20250823,2025-08-23 17:59:12,661,2,3,Santa Fe,5670.0,0.0,32670.0
1000000189,20240502,2024-05-02 13:34:34,984,1,2,Córdoba,7779.24,900.0,45723.24
1000000190,20240605,2024-06-05 16:15:54,1384,1,4,Mendoza,2469.6,0.0,14229.6
1000000191,20250916,2025-09-16 20:00:12,788,1,1,Buenos Aires,18552.24,0.0,106896.24
1000000192,20240308,2024-03-08 16:48:50,456,2,2,Córdoba,2520.0,0.0,14520.0
1000000193,20240215,2024-02-15 04:24:55,427,1,1,Buenos Aires,6804.0,1200.0,40404.0
1000000194,20250913,2025-09-13 14:18:48,866,1,1,Buenos Aires,9450.0,0.0,54450.0
1000000195,20250228,2025-02-28 05:52:06,371,1,1,Buenos Aires,9626.4,1200.0,56666.4
1000000196,20250814,2025-08-14 22:25:58,1000,1,2,Córdoba,6300.0,1200.0,37500.0
1000000197,20240409,2024-04-09 00:49:19,1404,1,2,Córdoba,2268.0,1200.0,14268.0
1000000198,20240203,2024-02-03 12:21:07,1159,1,1,Buenos Aires,6123.6,900.0,36183.6
1000000199,20250319,2025-03-19 13:29:11,1040,1,2,Córdoba,10080.0,1200.0,59280.0
1000000200,20240925,2024-09-25 16:00:56,464,1,3,Santa Fe,4536.0,900.0,27036.0
1000000201,20241116,2024-11-16 21:49:12,166,1,1,Buenos Aires,8599.5,1200.0,50749.5
1000000202,20250327,2025-03-27 16:10:42,1056,2,3,Santa Fe,7560.0,0.0,43560.0
1000000203,20241117,2024-11-17 23:47:20,925,2,3,Santa Fe,6804.0,0.0,39204.0
1000000204,20250127,2025-01-27 12:03:58,488,1,1,Buenos Aires,8505.0,1200.0,50205.0
1000000205,20240930,2024-09-30 10:39:53,903,1,1,Buenos Aires,3087.0,0.0,17787.0
1000000206,20250726,2025-07-26 06:57:55,70,1,2,Córdoba,4939.2,1200.0,29659.2
1000000207,20250507,2025-05-07 08:30:13,1459,1,1,Buenos Aires,2593.08,900.0,15841.08
1000000208,20250411,2025-04-11 20:08:06,500,2,2,Córdoba,9355.5,0.0,53905.5
1000000209,20250403,2025-04-03 02:36:42,361,1,1,Buenos Aires,5292.0,1200.0,31692.0
1000000210,20250320,2025-03-20 15:20:10,476,1,3,Santa Fe,2835.0,1500.0,17835.0
1000000211,20250719,2025-07-19 23:54:49,1400,2,1,Buenos Aires,14023.8,0.0,80803.8
1000000212,20250218,2025-02-18 13:52:44,945,1,1,Buenos Aires,2469.6,900.0,15129.6
1000000213,20240416,2024-04-16 02:19:09,1443,1,3,Santa Fe,3307.5,1500.0,20557.5
1000000214,20240719,2024-07-19 23:42:13,1430,1,1,Buenos Aires,4762.8,900.0,28342.8
1000000215,20240129,2024-01-29 19:10:09,1330,1,1,Buenos Aires,10713.15,900.0,62628.15
1000000216,20250510,2025-05-10 12:35:04,274,1,1,Buenos Aires,3291.75,900.0,19866.75
1000000217,20240405,2024-04-05 10:08:16,1251,2,2,Córdoba,12592.12,0.0,72554.62
1000000218,20240704,2024-07-04 15:57:47,176,1,1,Buenos Aires,6690.6,1200.0,39750.6
1000000219,20240612,2024-06-12 19:28:12,42,2,2,Córdoba,9450.0,0.0,54450.0
1000000220,20250921,2025-09-21 02:23:58,582,1,2,Córdoba,2394.0,900.0,14694.0
1000000221,20250507,2025-05-07 07:54:39,4,2,1,Buenos Aires,4939.2,0.0,28459.2
1000000222,20240830,2024-08-30 13:00:53,569,2,2,Córdoba,4536.0,0.0,26136.0
1000000223,20241224,2024-12-24 00:04:43,157,2,1,Buenos Aires,4762.8,0.0,27442.8
1000000224,20250322,2025-03-22 13:07:04,649,1,1,Buenos Aires,8505.0,1200.0,50205.0
1000000225,20250805,2025-08-05 09:56:58,1230,1,1,Buenos Aires,7144.2,0.0,41164.2
1000000226,20240716,2024-07-16 19:12:34,197,1,1,Buenos Aires,6123.6,1200.0,36483.6
1000000227,20240717,2024-07-17 23:54:57,731,1,1,Buenos Aires,7408.8,1200.0,43888.8
1000000228,20250327,2025-03-27 04:05:29,506,1,3,Santa Fe,7408.8,900.0,43588.8
1000000229,20250410,2025-04-10 13:54:59,751,2,2,Córdoba,2835.0,0.0,16335.0
1000000230,20241229,2024-12-29 11:56:27,485,1,1,Buenos Aires,6804.0,900.0,40104.0
1000000231,20240608,2024-06-08 16:32:56,823,1,1,Buenos Aires,9922.5,900.0,58072.5
1000000232,20250221,2025-02-21 21:34:52,680,1,1,Buenos Aires,7756.56,1200.0,45892.56
1000000233,20241119,2024-11-19 08:54:06,417,1,1,Buenos Aires,3150.0,900.0,19050.0
1000000234,20250528,2025-05-28 23:24:47,677,1,2,Córdoba,4939.2,1200.0,29659.2
1000000235,20241002,2024-10-02 10:20:21,1327,2,2,Córdoba,4536.0,0.0,26136.0
1000000236,20250104,2025-01-04 07:17:21,593,2,1,Buenos Aires,5040.0,0.0,29040.0
1000000237,20241114,2024-11-14 19:03:35,606,2,1,Buenos Aires,7560.0,0.0,43560.0
1000000238,20250322,2025-03-22 06:27:32,137,2,2,Córdoba,4445.28,0.0,25613.28
1000000239,20240220,2024-02-20 05:28:37,487,1,1,Buenos Aires,10848.6,900.0,63408.6
1000000240,20241020,2024-10-20 17:29:14,909,1,3,Santa Fe,8190.0,900.0,48090.0
1000000241,20241011,2024-10-11 10:32:46,179,2,1,Buenos Aires,12474.0,0.0,71874.0
1000000242,20250815,2025-08-15 20:50:08,183,1,1,Buenos Aires,7779.24,1200.0,46023.24
1000000243,20250608,2025-06-08 09:40:04,536,1,4,Mendoza,3465.0,0.0,19965.0
1000000244,20240913,2024-09-13 02:03:43,1341,2,1,Buenos Aires,4309.2,0.0,24829.2
1000000245,20250508,2025-05-08 00:51:09,378,2,1,Buenos Aires,8473.5,0.0,48823.5
1000000246,20250927,2025-09-27 13:13:06,548,1,2,Córdoba,12946.5,0.0,74596.5
1000000247,20241202,2024-12-02 02:46:27,757,1,1,Buenos Aires,3241.35,900.0,19576.35
1000000248,20241026,2024-10-26 11:08:17,522,2,4,Mendoza,2268.0,0.0,13068.0
1000000249,20240419,2024-04-19 07:55:19,1384,2,3,Santa Fe,8316.0,0.0,47916.0
1000000250,20240921,2024-09-21 10:33:48,473,1,4,Mendoza,8930.25,1500.0,52955.25
1000000251,20240315,2024-03-15 03:55:16,1316,2,3,Santa Fe,7182.0,0.0,41382.0
1000000252,20240302,2024-03-02 17:29:06,1356,2,1,Buenos Aires,9261.0,0.0,53361.0
1000000253,20250423,2025-04-23 10:25:30,266,1,1,Buenos Aires,9722.16,0.0,56018.16
1000000254,20241013,2024-10-13 05:27:13,1359,2,2,Córdoba,4445.28,0.0,25613.28
1000000255,20240813,2024-08-13 02:28:16,843,1,2,Córdoba,3087.0,900.0,18687.0
1000000256,20241001,2024-10-01 05:52:27,599,1,3,Santa Fe,4939.2,1200.0,29659.2
1000000257,20250530,2025-05-30 14:07:49,1048,2,1,Buenos Aires,12159.0,0.0,70059.0
1000000258,20241226,2024-12-26 23:32:30,319,1,2,Córdoba,5985.0,900.0,35385.0
1000000259,20250904,2025-09-04 10:28:53,846,1,1,Buenos Aires,5433.12,1500.0,32805.12
1000000260,20241212,2024-12-12 00:31:19,1491,1,2,Córdoba,6930.0,1200.0,41130.0
1000000261,20250814,2025-08-14 21:42:26,79,1,2,Córdoba,5040.0,0.0,29040.0
1000000262,20241118,2024-11-18 19:38:35,748,1,4,Mendoza,7408.8,900.0,43588.8
1000000263,20241231,2024-12-31 19:25:31,537,1,1,Buenos Aires,8505.0,900.0,49905.0
1000000264,20250819,2025-08-19 08:26:01,303,2,2,Córdoba,12105.45,0.0,69750.45
1000000265,20240427,2024-04-27 04:48:14,1065,1,1,Buenos Aires,11032.56,900.0,64468.56
1000000266,20250507,2025-05-07 10:36:52,606,1,1,Buenos Aires,8230.95,900.0,48325.95
1000000267,20240229,2024-02-29 01:23:56,553,1,1,Buenos Aires,5670.0,1200.0,33870.0
1000000268,20250314,2025-03-14 10:48:01,656,1,1,Buenos Aires,2394.0,0.0,13794.0
1000000269,20241013,2024-10-13 18:12:43,786,1,4,Mendoza,14512.05,0.0,83617.05
1000000270,20240216,2024-02-16 09:33:22,663,2,1,Buenos Aires,2469.6,0.0,14229.6
1000000271,20240212,2024-02-12 23:19:32,833,1,1,Buenos Aires,14968.8,1200.0,87448.8
1000000272,20241025,2024-10-25 21:34:38,844,1,1,Buenos Aires,5544.0,1200.0,33144.0
1000000273,20240301,2024-03-01 21:39:25,720,1,1,Buenos Aires,7408.8,900.0,43588.8
1000000274,20240928,2024-09-28 05:34:23,169,2,1,Buenos Aires,13374.9,0.0,77064.9
1000000275,20240621,2024-06-21 23:19:57,969,1,1,Buenos Aires,4536.0,1200.0,27336.0
1000000276,20250526,2025-05-26 19:31:40,268,2,4,Mendoza,5040.0,0.0,29040.0
1000000277,20241014,2024-10-14 06:28:37,122,2,1,Buenos Aires,8820.0,0.0,50820.0
1000000278,20250304,2025-03-04 17:56:56,617,1,1,Buenos Aires,4536.0,1500.0,27636.0
